Transcript	Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NM_006107	LUC7L3	6051.34645122634	1.4999024266318	0.0337515900054275	44.4394597822088	0	0
NR_002819	MALAT1	205250.158979436	2.72504115123789	0.0194946967410113	139.78371592235	0	0
NM_001166412	SMOC2	26393.6835321813	0.756616579056888	0.0200820055932467	37.6763454000495	0	0
NR_028379	FTX	7346.62376369533	1.1431295718546	0.0308163918049769	37.0948545530233	3.40076634305609e-301	8.63454574501941e-298
NM_004850	ROCK2	7877.45175969697	1.0242827895168	0.0294292779530096	34.8048902576644	2.05132034673857e-265	4.16664188829538e-262
NM_001159746	ABR	16346.5135815202	-0.77730265269075	0.0227486522288863	-34.1691738424718	6.94202380379001e-256	1.17505322918819e-252
NM_032870	PNISR	2866.55441852583	1.5129870207683	0.0483060621843045	31.3208519252868	2.42739852783109e-215	3.52180849266464e-212
NM_004999	MYO6	10151.5976103937	0.779986258327066	0.0261377008016331	29.8414257721678	1.13421224490241e-195	1.43988244490361e-192
NM_001500	GMDS	21671.4229183808	0.55149306956679	0.0203085122469998	27.1557592628807	2.1650046400954e-162	2.4430874583121e-159
NM_175854	PAN3	8264.24593342974	0.770401741557942	0.0286938728302849	26.8489982552938	8.66484321410348e-159	8.80001476824349e-156
NM_005012	ROR1	3583.32623908355	1.12143750957861	0.0435121208803331	25.7729912238197	1.78116381917786e-146	1.64449997705185e-143
NM_002687	PNN	3658.78265531114	1.09533486352499	0.0428191104077679	25.5805142398821	2.51369640584445e-144	2.12742505814635e-141
NM_014555	TRPM5	3239.54251655744	-1.15685614782949	0.0479202674818653	-24.1412706693944	9.2218850821316e-129	7.20442037647144e-126
NM_138270	ATRX	4605.22397953226	0.884289166583092	0.0380158481636813	23.2610663525299	1.09923017254963e-119	7.97412973743859e-117
NM_133509	RAD51B	6795.18729565626	0.730255310483933	0.0314821473082919	23.1958545690305	5.01371183343902e-119	3.39461715869378e-116
NR_027033	MIRLET7BHG	5102.43017878856	-0.881607251690579	0.0381109670626449	-23.1326392280059	2.17416814241286e-118	1.38005322839656e-115
NM_001243476	STARD13	18913.722980501	0.484698358604563	0.0211627234978869	22.9034017598424	4.29731566073377e-116	2.56726693237718e-113
NM_014832	TBC1D4	7678.42733335362	0.67825846575682	0.0296198169262794	22.8988068172377	4.77512287938397e-116	2.6942304423902e-113
NM_020469	ABO	3112.4306787771	1.10251609357351	0.0486218103482371	22.6753402573271	7.84728681201364e-114	4.19458130856897e-111
NM_138712	PPARG	9355.78944884524	0.612264707691765	0.0270414958844934	22.6416730164273	1.68524722378152e-113	8.55768540236254e-111
NM_020843	SCAPER	5896.46672374926	0.751531106160216	0.0336135898438547	22.3579543170279	1.01038911581667e-110	4.88643421915909e-108
NM_016142	HSD17B12	11879.3787512482	0.56576824972712	0.0253433476622256	22.3241324416822	2.15428608965157e-110	9.9449679665915e-108
NM_181673	OGT	3169.63437398266	1.0096711008753	0.0453991856605461	22.2398504771584	1.41426751789067e-109	6.24491343986855e-107
NM_182543	NSUN6	2478.8422242273	1.13783762327185	0.0512351552111825	22.2081424088964	2.86541378624017e-109	1.21254760054396e-106
NM_001134367	SLC6A6	8911.35097604698	-0.628944441093678	0.0284660736344104	-22.0945273019106	3.56784692069057e-108	1.44940213306134e-105
NM_001145393	TSEN2	6421.94986555291	0.711077442576	0.0325287211341375	21.8599876596364	6.24610779090907e-106	2.4398257970951e-103
NM_001145306	CDK6	8869.60766799847	0.60793636942253	0.0278770756449286	21.8077526196018	1.9586372636914e-105	7.36737779631477e-103
NM_006729	DIAPH2	5916.33584203301	0.731366660609659	0.0339194321592253	21.5618780755663	4.0964216081358e-103	1.48583063757955e-100
NM_170606	MLL3	8958.26410217326	0.593055268706943	0.02759904252017	21.4882551912272	2.00505589993665e-102	7.02184404129539e-100
NM_031243	HNRNPA2B1	5439.76639176479	0.748092011360643	0.0349734404986951	21.3902893365197	1.64535024304956e-101	5.57005902280376e-99
NM_001135554	EPB41L2	6535.74279510699	0.678231822173917	0.0319745820487196	21.2115930441404	7.46421295586029e-100	2.44537247676507e-97
NM_022118	RBM26	5174.05175302207	0.767169472807465	0.0364646235872049	21.0387328138129	2.90024954990476e-98	9.20466700901024e-96
NM_001042492	NF1	6718.20450713787	0.660428729821767	0.0316574288125333	20.8617299191494	1.19278261413813e-96	3.67087885732935e-94
NR_037918	PRH1-PRR4	6341.86294982946	0.674601538420547	0.0324744497908686	20.773301557529	7.54870578952057e-96	2.2548428234815e-93
NM_001134380	TBC1D5	4435.84255683363	0.827787968745811	0.039979821048201	20.7051444214271	3.11300458755527e-95	9.03304988320322e-93
NR_033436	PHF14	1722.83884330345	1.26736841713931	0.0613857505703067	20.6459708542255	1.06109197505547e-94	2.99345836073982e-92
NR_046229	LOC100508120	5576.83481691805	0.71385875102379	0.0347921044293459	20.5178376741614	1.492025793231e-93	4.0954091773119e-91
NM_001098272	HMGCS1	7088.11798182528	0.629328509604349	0.030754664447352	20.4628637936102	4.61466450876708e-93	1.23332980923785e-90
NM_147185	AKAP9	4051.33965141048	0.821401428477312	0.040351284261546	20.3562648255062	4.0856906842965e-92	1.06395575871065e-89
NM_032776	JMJD1C	5356.81960112137	0.719262764873524	0.0360368469730336	19.9590925757669	1.24960700091002e-88	3.17275217531054e-86
NM_015512	DNAH1	4120.92417744163	-0.832117891510284	0.0417917273225874	-19.9110672092403	3.26289793066399e-88	8.08243692288378e-86
NM_006721	ADK	3765.13979190761	0.829951314638808	0.0417666206149788	19.8711627232097	7.2308499459293e-88	1.74848838216329e-85
NM_015070	ZC3H13	2954.33831901626	0.92877639004616	0.0468310212312575	19.832503448083	1.56075019992881e-87	3.68627419313418e-85
NM_018689	KIAA1199	15500.9063843143	0.460232577820596	0.02335449010144	19.7063851885261	1.90068939371827e-86	4.38713670059154e-84
NM_001081550	THOC2	2849.95399242709	0.942405489110516	0.0478415822007448	19.6984599120521	2.2227918762025e-86	5.0165942877139e-84
NM_002078	GOLGA4	3430.6961687189	0.863838449634845	0.0438919453021801	19.6810244724318	3.13598812957845e-86	6.92371640086929e-84
NM_002210	ITGAV	1784.85261835572	1.18101849834867	0.0601323020856705	19.6403340199096	6.99366904046748e-86	1.51122771861676e-83
NM_001080517	SETD5	5695.43940343644	0.669235058687476	0.034437199865857	19.4334923075727	4.02054016469434e-84	8.50679289846578e-82
NM_175609	ARFGAP1	2712.10975827571	-1.00534564426743	0.0518234369405672	-19.3994397828225	7.80169148475024e-84	1.61701997385966e-81
NR_037646	TMX2-CTNND1	9496.90762971785	0.520766753395861	0.0268864274808264	19.3691316470824	1.40608938467499e-83	2.85604875815183e-81
NM_020251	ARRB1	9640.95999313627	-0.531489016694628	0.027556678076316	-19.2871221713558	6.89035439934768e-83	1.37212626038775e-80
NM_080759	DACH1	12397.6024052903	0.466624001657733	0.0242197558552321	19.2662553845244	1.03133772518248e-82	2.01428191095254e-80
NM_001730	KLF5	8781.56335255797	0.534892990965887	0.0278859169210203	19.1814740207695	5.286037224914e-82	1.01292441615522e-79
NM_021239	RBM25	2650.82948875125	0.963731591410121	0.0502605791431627	19.1747012835849	6.02133057546353e-82	1.13245617267421e-79
NM_144982	ZFC3H1	2658.99938595914	0.967392235050039	0.0505322259715569	19.1440653256509	1.08467417114729e-81	2.00290016039488e-79
NM_024116	TAF1D	1317.79987672861	1.35145786444206	0.070606961264581	19.1405753800653	1.15982209750331e-81	2.10342021825779e-79
NM_003628	PKP4	4090.94983592288	0.776346425120741	0.0406408819535342	19.1025978719743	2.40231349394878e-81	4.28033260430593e-79
NM_006745	MSMO1	3714.51595171558	0.803664004329225	0.0422309890342528	19.0301961357662	9.58931269241561e-81	1.67912171903746e-78
NM_030579	CYB5B	6656.15614086173	0.598314523041971	0.0316888109415502	18.8809395261172	1.63648991622517e-79	2.81698162528522e-77
NM_018638	ETNK1	2739.17248087185	0.920096983982697	0.0487467617488613	18.8750380737689	1.8299196969727e-79	3.09744407374247e-77
NM_001205194	MECOM	9299.36264351364	0.516757376949994	0.0274470730415924	18.8274128963375	4.50225054258539e-79	7.49587811647496e-77
NM_001046	SLC12A2	2110.58509233499	1.03216167944039	0.055006543813578	18.7643434377277	1.47812578532348e-78	2.42126539931376e-76
NM_023037	FRY	1933.50068937245	1.10225405340986	0.0588465753032038	18.7309804815412	2.7677146493178e-78	4.46173174261454e-76
NM_006644	HSPH1	2469.42837452917	0.953693615367514	0.0510282729253323	18.6895138850382	6.02595504618339e-78	9.56243741391227e-76
NM_032141	NSRP1	2770.90680686451	0.898868875885629	0.0482982105125456	18.610811173887	2.62611422599709e-77	4.10320247372714e-75
NM_003979	GPRC5A	6201.16564152771	-0.624400762075718	0.0337747505032647	-18.4872057608646	2.61771969494277e-76	4.02811533664224e-74
NM_003565	ULK1	3392.06306120996	-0.84825501964436	0.0461761562309214	-18.3699789866081	2.28500262572163e-75	3.46365472639237e-73
NM_004104	FASN	11359.0833546268	-0.472345967477826	0.0258014794615026	-18.306933452502	7.28591245124606e-75	1.08817245374787e-72
NM_138714	NFAT5	4197.33339695742	0.726929916708711	0.0397753360227134	18.2758963065354	1.28757129092685e-74	1.89515565661638e-72
